Ticker,Name,Sector,Market Cap,Company,Sales,EBITDA
NC50C-X.NZ,NZX 50 PORTFOLIO INDEX CAPITAL,Index,0,NZX 50 PORTFOLIO INDEX CAPITAL (NC50C-X.NZ),N/A,N/A
IMEUD.PA,LYXOR MEUD,Index,0,LYXOR MEUD (IMEUD.PA),N/A,N/A
XBPHF.Z,STXEXERTMLG EUR P,Index,0,STXEXERTMLG EUR P (XBPHF.Z),N/A,N/A
SRC20E.Z,SMIRC20%RV ER CHF,Index,0,SMIRC20%RV ER CHF (SRC20E.Z),N/A,N/A
^VEA-SO,,Index,0,^VEA-SO,N/A,N/A
^NQGMCI,NASDAQ Global Mid Cap Index,Index,0,NASDAQ Global Mid Cap Index (^NQGMCI),N/A,N/A
^NQMEA4000GBP,NASDAQ MEA Health Care GBP Inde,Index,0,NASDAQ MEA Health Care GBP Inde (^NQMEA4000GBP),N/A,N/A
^B1700PI,OMX Baltic Basic Resources PI,Index,0,OMX Baltic Basic Resources PI (^B1700PI),N/A,N/A
^JKFINA,Finance Index,Index,0,Finance Index (^JKFINA),N/A,N/A
^NQCI3IMER,NASDAQ Commodity 3rd Front Indu,Index,0,NASDAQ Commodity 3rd Front Indu (^NQCI3IMER),N/A,N/A
WIAMERS3740.L,FTSE AM -LEISURE,Index,0,FTSE AM -LEISURE (WIAMERS3740.L),N/A,N/A
18851505.SG,H E US IN BA IN CAD,Index,0,H E US IN BA IN CAD (18851505.SG),N/A,N/A
I1:6E$-Y.CME,Crude Oil Option on Quarterly F,Index,0,Crude Oil Option on Quarterly F (I1:6E$-Y.CME),N/A,N/A
^NQUSB4000,NQ US Bnchmk Health Care Index,Index,0,NQ US Bnchmk Health Care Index (^NQUSB4000),N/A,N/A
^SP600-40301030,S&P; 600-Multi-line Insurance (S,Index,0,S&P; 600-Multi-line Insurance (S (^SP600-40301030),N/A,N/A
^NQUSL9572AUDT,NQ US Lg Cap Comp Hardware AUD ,Index,0,NQ US Lg Cap Comp Hardware AUD  (^NQUSL9572AUDT),N/A,N/A
WIDEU1750.L,FTSE DEU -IND MET,Index,0,FTSE DEU -IND MET (WIDEU1750.L),N/A,N/A
WIXJAS2750.L,FTSE XJA - ENG MACH,Index,0,FTSE XJA - ENG MACH (WIXJAS2750.L),N/A,N/A
ITNOU.PA,LYXOR TNOU,Index,0,LYXOR TNOU (ITNOU.PA),N/A,N/A
^ESDOWD,Dow Jones Spain Index (USD),Index,0,Dow Jones Spain Index (USD) (^ESDOWD),N/A,N/A
10246534.IR,WEIGHTED PRICE EUR,Index,0,WEIGHTED PRICE EUR (10246534.IR),N/A,N/A
^NQUSB0587JPYN,NQ US Bnchmk Alternative Fuels ,Index,0,NQ US Bnchmk Alternative Fuels  (^NQUSB0587JPYN),N/A,N/A
SM71Y.SW,SBI SWISSPB 7-10 Y,Index,0,SBI SWISSPB 7-10 Y (SM71Y.SW),N/A,N/A
^HX3760GI,OMX Helsinki Personal Goods GI,Index,0,OMX Helsinki Personal Goods GI (^HX3760GI),N/A,N/A
^NMX0530,FTSE 350 - OIL&GAS;,Index,0,FTSE 350 - OIL&GAS; (^NMX0530),N/A,N/A
^NQCA3000EURT,NASDAQ Canada Cnsmr Goods EUR T,Index,0,NASDAQ Canada Cnsmr Goods EUR T (^NQCA3000EURT),N/A,N/A
Q05.Z,ESTXTMCNS USD P,Index,0,ESTXTMCNS USD P (Q05.Z),N/A,N/A
^DUSMDF,Dow Jones-UBS Soybean Meal Subi,Index,0,Dow Jones-UBS Soybean Meal Subi (^DUSMDF),N/A,N/A
RPAU.FGI,RPAU PURE AUSTR TRI,Index,0,RPAU PURE AUSTR TRI (RPAU.FGI),N/A,N/A
^SPSIINS,S&P; Insurance Select Industry I,Index,0,S&P; Insurance Select Industry I (^SPSIINS),N/A,N/A
19495991.SG,,Index,0,19495991.SG,N/A,N/A
ST125Y.SW,SBI AAA 10-15 Y,Index,0,SBI AAA 10-15 Y (ST125Y.SW),N/A,N/A
^NQKR1000KRWN,NASDAQ Korea Basic Matls KRW NT,Index,0,NASDAQ Korea Basic Matls KRW NT (^NQKR1000KRWN),N/A,N/A
^RMB-IV,,Index,0,^RMB-IV,N/A,N/A
^NQCA9000T,NASDAQ Canada Tech TR Index,Index,0,NASDAQ Canada Tech TR Index (^NQCA9000T),N/A,N/A
21030502.SG,,Index,0,21030502.SG,N/A,N/A
20976054.SG,IQ HEDGE GLO USD,Index,0,IQ HEDGE GLO USD (20976054.SG),N/A,N/A
^NQHK8000JPY,NASDAQ Hong Kong Financials JPY,Index,0,NASDAQ Hong Kong Financials JPY (^NQHK8000JPY),N/A,N/A
SPKRXEXCHANGESKRW.KQ,S&P; KRX All Exchanges KRW  Inde,Index,0,S&P; KRX All Exchanges KRW  Inde (SPKRXEXCHANGESKRW.KQ),N/A,N/A
^KEBID,KBW European Large-Cap Banking ,Index,0,KBW European Large-Cap Banking  (^KEBID),N/A,N/A
ATF_S.VI,ATX FIVE SETT PRICE,Index,0,ATX FIVE SETT PRICE (ATF_S.VI),N/A,N/A
^NQNL2000CADT,NASDAQ Netherlands Inds CAD TR ,Index,0,NASDAQ Netherlands Inds CAD TR  (^NQNL2000CADT),N/A,N/A
CEESEG-TD-NTR-EUR.VI,CEESEG TDNETTREUR,Index,0,CEESEG TDNETTREUR (CEESEG-TD-NTR-EUR.VI),N/A,N/A
^NQUSL5757CADN,NQ US Lg Cap Restaurants & Bars,Index,0,NQ US Lg Cap Restaurants & Bars (^NQUSL5757CADN),N/A,N/A
^AORD,ALL ORDINARIES,Index,0,ALL ORDINARIES (^AORD),N/A,N/A
^W1SUS,Dow Jones Sustainability World ,Index,0,Dow Jones Sustainability World  (^W1SUS),N/A,N/A
^VQT-SO,,Index,0,^VQT-SO,N/A,N/A
D8YF.DE,INAV RBSMALMIB M EU,Index,0,INAV RBSMALMIB M EU (D8YF.DE),N/A,N/A
INCD5.PA,AM.ETF DJS.50D VLI,Index,0,AM.ETF DJS.50D VLI (INCD5.PA),N/A,N/A
14953522.SG,YORKPTPLPI TR USD,Index,0,YORKPTPLPI TR USD (14953522.SG),N/A,N/A
4BTN.Z,STXE6OPTRTL USDP,Index,0,STXE6OPTRTL USDP (4BTN.Z),N/A,N/A
YXM-D.TO,FA MORNINGSTR US MOMNTM UNHGD A,Index,0,FA MORNINGSTR US MOMNTM UNHGD A (YXM-D.TO),N/A,N/A
^NQUSL4570,NQ US Lg Cap Pharma & Biotech I,Index,0,NQ US Lg Cap Pharma & Biotech I (^NQUSL4570),N/A,N/A
AFOEP.Z,STXOPTEG EUR P,Index,0,STXOPTEG EUR P (AFOEP.Z),N/A,N/A
^NQZAMCGBPN,NASDAQ South Africa Mid Cap GBP,Index,0,NASDAQ South Africa Mid Cap GBP (^NQZAMCGBPN),N/A,N/A
RNEITUR.L,FTSE E/N EMTRI TURK,Index,0,FTSE E/N EMTRI TURK (RNEITUR.L),N/A,N/A
^NQJP5700JPYT,NASDAQ Japan Travel & Leisure J,Index,0,NASDAQ Japan Travel & Leisure J (^NQJP5700JPYT),N/A,N/A
^SPBDUB6T,S&P; US Treasury Bill 3-6,Index,0,S&P; US Treasury Bill 3-6 (^SPBDUB6T),N/A,N/A
SY83.L,,Index,0,SY83.L,N/A,N/A
SBD12Y.SW,SBI DOM AAA-AA Y,Index,0,SBI DOM AAA-AA Y (SBD12Y.SW),N/A,N/A
^NQEGMCGBPT,NASDAQ Egypt Mid Cap GBP TR Ind,Index,0,NASDAQ Egypt Mid Cap GBP TR Ind (^NQEGMCGBPT),N/A,N/A
^RUAXJDFN,Russell Asia ex-Japan Defensive,Index,0,Russell Asia ex-Japan Defensive (^RUAXJDFN),N/A,N/A
EEBL.Z,STXEE3 USDP,Index,0,STXEE3 USDP (EEBL.Z),N/A,N/A
AEXDI.AS,AEX DIV.POINTS IND.,Index,0,AEX DIV.POINTS IND. (AEXDI.AS),N/A,N/A
WICAN4570.L,FTSE CAN-PHARMACEUT,Index,0,FTSE CAN-PHARMACEUT (WICAN4570.L),N/A,N/A
^NQUSL1357JPYN,NQ US Lg Cap Specialty Chemical,Index,0,NQ US Lg Cap Specialty Chemical (^NQUSL1357JPYN),N/A,N/A
000133.SS,,Index,0,000133.SS,N/A,N/A
SCXR.Z,STXESM200 EUR NR,Index,0,STXESM200 EUR NR (SCXR.Z),N/A,N/A
^RVEAE,Rogers - Van Eck Hard Assets Ag,Index,0,Rogers - Van Eck Hard Assets Ag (^RVEAE),N/A,N/A
14216699.SG,,Index,0,14216699.SG,N/A,N/A
^NQUSB3300T,NQ US Bnchmk Auto & Parts TR In,Index,0,NQ US Bnchmk Auto & Parts TR In (^NQUSB3300T),N/A,N/A
^YHOH864,,Index,0,^YHOH864,N/A,N/A
INSDX.PA,,Index,0,INSDX.PA,N/A,N/A
CTL.VI,CTL LOCAL CURRENCY,Index,0,CTL LOCAL CURRENCY (CTL.VI),N/A,N/A
^NQIN0001CADN,NASDAQ India Oil & Gas CAD NTR ,Index,0,NASDAQ India Oil & Gas CAD NTR  (^NQIN0001CADN),N/A,N/A
^NQUSB8773GBPT,NQ US Bnchmk Cnsmr Finance GBP ,Index,0,NQ US Bnchmk Cnsmr Finance GBP  (^NQUSB8773GBPT),N/A,N/A
^NQKRSCEURN,NASDAQ Korea Small Cap EUR NTR ,Index,0,NASDAQ Korea Small Cap EUR NTR  (^NQKRSCEURN),N/A,N/A
^NQEMEA7000JPYN,NASDAQ EMEA Utilities JPY NTR I,Index,0,NASDAQ EMEA Utilities JPY NTR I (^NQEMEA7000JPYN),N/A,N/A
^YAO-EU,,Index,0,^YAO-EU,N/A,N/A
WINORDS2350.L,FTSE ND - CONSTMAT,Index,0,FTSE ND - CONSTMAT (WINORDS2350.L),N/A,N/A
^NQNLLCAUDN,NASDAQ Netherlands Large Cap AU,Index,0,NASDAQ Netherlands Large Cap AU (^NQNLLCAUDN),N/A,N/A
^DUKCDFT,Dow Jones-UBS Coffee Subindex S,Index,0,Dow Jones-UBS Coffee Subindex S (^DUKCDFT),N/A,N/A
I1:AL-X.CME,"Aluminum Future,RTH",Index,0,"Aluminum Future,RTH (I1:AL-X.CME)",N/A,N/A
SXEA27GV.Z,STXEA18USDINDGDGR,Index,0,STXEA18USDINDGDGR (SXEA27GV.Z),N/A,N/A
^NQNL3000JPYN,NASDAQ Netherlands Cnsmr Goods ,Index,0,NASDAQ Netherlands Cnsmr Goods  (^NQNL3000JPYN),N/A,N/A
^KME-EU,,Index,0,^KME-EU,N/A,N/A
13763199.SG,,Index,0,13763199.SG,N/A,N/A
^NQG1300JPY,NASDAQ Global Chemicals JPY Ind,Index,0,NASDAQ Global Chemicals JPY Ind (^NQG1300JPY),N/A,N/A
V2C2.DE,VSTOXX MAERZ 02,Index,0,VSTOXX MAERZ 02 (V2C2.DE),N/A,N/A
Q06.Z,ESTXTMCNS EUR NR,Index,0,ESTXTMCNS EUR NR (Q06.Z),N/A,N/A
ICCSI.PA,,Index,0,ICCSI.PA,N/A,N/A
^YMLP-EU,,Index,0,^YMLP-EU,N/A,N/A
SXGBNJR.Z,STXG30XJPEURNR,Index,0,STXG30XJPEURNR (SXGBNJR.Z),N/A,N/A
ZDAAY.SW,ZKB BON DOM AA Y,Index,0,ZKB BON DOM AA Y (ZDAAY.SW),N/A,N/A
Q30.Z,STXETMGAW USD P,Index,0,STXETMGAW USD P (Q30.Z),N/A,N/A
^DWXRTN,Dow Jones Global ex-U.S Select ,Index,0,Dow Jones Global ex-U.S Select  (^DWXRTN),N/A,N/A
C5UK7530.L,FTSE 100 CAP 5 ELEC,Index,0,FTSE 100 CAP 5 ELEC (C5UK7530.L),N/A,N/A
WIJPN3570.FGI,FTSE JPN-FOOD PRODU,Index,0,FTSE JPN-FOOD PRODU (WIJPN3570.FGI),N/A,N/A
^NQCA1000CAD,NASDAQ Canada Basic Matls CAD I,Index,0,NASDAQ Canada Basic Matls CAD I (^NQCA1000CAD),N/A,N/A
ENHW.L,FTSE GL EX MEA,Index,0,FTSE GL EX MEA (ENHW.L),N/A,N/A
^NQHK9000JPY,NASDAQ Hong Kong Tech JPY Index,Index,0,NASDAQ Hong Kong Tech JPY Index (^NQHK9000JPY),N/A,N/A
N5000EURPI.ST,N5000EURPI/FIRSTN,Index,0,N5000EURPI/FIRSTN (N5000EURPI.ST),N/A,N/A
^NQDM3300,NASDAQ Developed Auto & Parts I,Index,0,NASDAQ Developed Auto & Parts I (^NQDM3300),N/A,N/A
^BKTCN,BNY Mellon China Select ADR Ind,Index,0,BNY Mellon China Select ADR Ind (^BKTCN),N/A,N/A
^NQUSL8671,NQ US Lg Cap Ind & Office REITs,Index,0,NQ US Lg Cap Ind & Office REITs (^NQUSL8671),N/A,N/A
^RGLUT,Russell Luxembourg Total Return,Index,0,Russell Luxembourg Total Return (^RGLUT),N/A,N/A
INDQ.MC,IBEX 35 DB LEV NET,Index,0,IBEX 35 DB LEV NET (INDQ.MC),N/A,N/A
OMXSBCAPGI.ST,OMXSBCAP/OMXS INDEX,Index,0,OMXSBCAP/OMXS INDEX (OMXSBCAPGI.ST),N/A,N/A
SXG33GV.Z,STXG30A&P; USD GR,Index,0,STXG30A&P; USD GR (SXG33GV.Z),N/A,N/A
PSIHD.LS,PSI HIGH DIVID.IDX,Index,0,PSI HIGH DIVID.IDX (PSIHD.LS),N/A,N/A
Q3Y.Z,STXETMF&D; USD NR,Index,0,STXETMF&D; USD NR (Q3Y.Z),N/A,N/A
SX9U37GR.Z,STXUS90EURPR&HGGR;,Index,0,STXUS90EURPR&HGGR; (SX9U37GR.Z),N/A,N/A
^NQUSB1730JPYN,NQ US Bnchmk Forestry & Paper J,Index,0,NQ US Bnchmk Forestry & Paper J (^NQUSB1730JPYN),N/A,N/A
TDXK.DE,TECDAX PRICE,Index,0,TECDAX PRICE (TDXK.DE),N/A,N/A
SF15Y.SW,SBI F AAA-BBB 1-5 Y,Index,0,SBI F AAA-BBB 1-5 Y (SF15Y.SW),N/A,N/A
RNXG.FGI,FTSE E/N GL R N-TRI,Index,0,FTSE E/N GL R N-TRI (RNXG.FGI),N/A,N/A
Q62.Z,ESTXTMO&G; USD P,Index,0,ESTXTMO&G; USD P (Q62.Z),N/A,N/A
ALASI.PA,ALTERNEXT ALL SHARE,Index,0,ALTERNEXT ALL SHARE (ALASI.PA),N/A,N/A
INCH1.PA,CAS.ETF MS.NET INAV,Index,0,CAS.ETF MS.NET INAV (INCH1.PA),N/A,N/A
^HS60EU,HS60 Europe Index,Index,0,HS60 Europe Index (^HS60EU),N/A,N/A
DL3G.DE,SHORTDAX X2 TR EUR,Index,0,SHORTDAX X2 TR EUR (DL3G.DE),N/A,N/A
^NQNA3000CADN,NASDAQ N America Cnsmr Goods CA,Index,0,NASDAQ N America Cnsmr Goods CA (^NQNA3000CADN),N/A,N/A
^KGX,KBW Global ex-U.S. Financials I,Index,0,KBW Global ex-U.S. Financials I (^KGX),N/A,N/A
ZDA5Y.SW,ZKB DOM A 5-7 Y,Index,0,ZKB DOM A 5-7 Y (ZDA5Y.SW),N/A,N/A
^IRX,13-WEEK TREASURY BILL,Index,0,13-WEEK TREASURY BILL (^IRX),N/A,N/A
^NQUSS2357GBPN,NQ US Sm Cap Heavy Constr GBP N,Index,0,NQ US Sm Cap Heavy Constr GBP N (^NQUSS2357GBPN),N/A,N/A
^BSCC-SO,,Index,0,^BSCC-SO,N/A,N/A
^DJTREAE,Dow Jones Real Estate Titans 30,Index,0,Dow Jones Real Estate Titans 30 (^DJTREAE),N/A,N/A
^NQUSS2799JPYT,NQ US Sm Cap Waste & Disposal S,Index,0,NQ US Sm Cap Waste & Disposal S (^NQUSS2799JPYT),N/A,N/A
^CX8300PI,OMX Copenhagen Banks PI,Index,0,OMX Copenhagen Banks PI (^CX8300PI),N/A,N/A
^SPWCEUTRE,S&P; WCI Europe TR EUR,Index,0,S&P; WCI Europe TR EUR (^SPWCEUTRE),N/A,N/A
^DJTREAT,Dow Jones Real Estate Titans 30,Index,0,Dow Jones Real Estate Titans 30 (^DJTREAT),N/A,N/A
STA77T.SW,SBI AAA-A 7+ T,Index,0,SBI AAA-A 7+ T (STA77T.SW),N/A,N/A
SXE55GV.Z,STXEUA8MDA USD GR,Index,0,STXEUA8MDA USD GR (SXE55GV.Z),N/A,N/A
AL8X.DE,IN XMT MS JAPSMCJPY,Index,0,IN XMT MS JAPSMCJPY (AL8X.DE),N/A,N/A
ILVOL.NX,LYXOR LVOL INAV,Index,0,LYXOR LVOL INAV (ILVOL.NX),N/A,N/A
WICAN0001.FGI,FTSE CAN-RESOURCES,Index,0,FTSE CAN-RESOURCES (WICAN0001.FGI),N/A,N/A
^P2TEC,Dow Jones Asia/Pacific ex-Japan,Index,0,Dow Jones Asia/Pacific ex-Japan (^P2TEC),N/A,N/A
Q3A.Z,ESTXTMP&H; USD P,Index,0,ESTXTMP&H; USD P (Q3A.Z),N/A,N/A
WICHE2750.L,FTSE CHE - ENG MACH,Index,0,FTSE CHE - ENG MACH (WICHE2750.L),N/A,N/A
^NQHK1000EURN,NASDAQ Hong Kong Basic Matls EU,Index,0,NASDAQ Hong Kong Basic Matls EU (^NQHK1000EURN),N/A,N/A
^NQUSM0573AUD,NQ US Md Cap Oil Eqpt & Svcs AU,Index,0,NQ US Md Cap Oil Eqpt & Svcs AU (^NQUSM0573AUD),N/A,N/A
^NQSGSCJPY,NASDAQ Singapore Small Cap JPY ,Index,0,NASDAQ Singapore Small Cap JPY  (^NQSGSCJPY),N/A,N/A
^NQMY0001JPY,NASDAQ Malaysia Oil & Gas JPY I,Index,0,NASDAQ Malaysia Oil & Gas JPY I (^NQMY0001JPY),N/A,N/A
^NQBRIC6000GBPT,NASDAQ BRIC Telecom GBP TR Inde,Index,0,NASDAQ BRIC Telecom GBP TR Inde (^NQBRIC6000GBPT),N/A,N/A
IL10.L,FTSE UKGILT IL 0-15,Index,0,FTSE UKGILT IL 0-15 (IL10.L),N/A,N/A
^ELD-IV,,Index,0,^ELD-IV,N/A,N/A
OMXCLCGI.CO,OMXC LG CAP DKK GI,Index,0,OMXC LG CAP DKK GI (OMXCLCGI.CO),N/A,N/A
SXEAP.Z,STXEA EUR P,Index,0,STXEA EUR P (SXEAP.Z),N/A,N/A
WICHE8350.FGI,FTSE CHE - BANKS,Index,0,FTSE CHE - BANKS (WICHE8350.FGI),N/A,N/A
22233540.SG,,Index,0,22233540.SG,N/A,N/A
WICHE7000.FGI,FTSE CHE-UTILITIES,Index,0,FTSE CHE-UTILITIES (WICHE7000.FGI),N/A,N/A
SM57Y.SW,SBI SWISSPB 5-7 Y,Index,0,SBI SWISSPB 5-7 Y (SM57Y.SW),N/A,N/A
13401103.VI,EXT SETTL IND EUR,Index,0,EXT SETTL IND EUR (13401103.VI),N/A,N/A
^NQCA9000EURT,NASDAQ Canada Tech EUR TR Index,Index,0,NASDAQ Canada Tech EUR TR Index (^NQCA9000EURT),N/A,N/A
IERC.PA,LYXOR ERC,Index,0,LYXOR ERC (IERC.PA),N/A,N/A
EE650L.Z,STXEETEL USDP,Index,0,STXEETEL USDP (EE650L.Z),N/A,N/A
21665467.Z,NOVA VOL 20 EUR,Index,0,NOVA VOL 20 EUR (21665467.Z),N/A,N/A
^KOL-NV,,Index,0,^KOL-NV,N/A,N/A
WIAUS5750.FGI,FTSE AUS-LEISURE&HO;,Index,0,FTSE AUS-LEISURE&HO; (WIAUS5750.FGI),N/A,N/A
^NQUSB5330CADN,NQ US Bnchmk Food & Drug Rtlrs ,Index,0,NQ US Bnchmk Food & Drug Rtlrs  (^NQUSB5330CADN),N/A,N/A
WITHA2770.L,FTSE THAI IND.TRAN.,Index,0,FTSE THAI IND.TRAN. (WITHA2770.L),N/A,N/A
^XOP-IV,,Index,0,^XOP-IV,N/A,N/A
^NQLA5000JPYT,NASDAQ Lat America Cnsmr Svcs J,Index,0,NASDAQ Lat America Cnsmr Svcs J (^NQLA5000JPYT),N/A,N/A
^W2UTI,Dow Jones Global ex-U.S. Utilit,Index,0,Dow Jones Global ex-U.S. Utilit (^W2UTI),N/A,N/A
^NQUSM0570JPYT,"NQ US Md Cap Oil Eqpt, Svcs & D",Index,0,"NQ US Md Cap Oil Eqpt, Svcs & D (^NQUSM0570JPYT)",N/A,N/A
WIJPN9000.L,FTSE JPN-INFORMATIO,Index,0,FTSE JPN-INFORMATIO (WIJPN9000.L),N/A,N/A
INMWO.PA,LYX.WLD REAL VLI,Index,0,LYX.WLD REAL VLI (INMWO.PA),N/A,N/A
^NQUSM4530AUD,NQ US Md Cap Health Care Eqpt &,Index,0,NQ US Md Cap Health Care Eqpt & (^NQUSM4530AUD),N/A,N/A
VVXK2.DE,VDAX NOVEMBER 2012,Index,0,VDAX NOVEMBER 2012 (VVXK2.DE),N/A,N/A
FTSE.AT,FTSE/ATHEX LARGE CA,Index,0,FTSE/ATHEX LARGE CA (FTSE.AT),N/A,N/A
F9YY.DE,INAV DBXT DJSGS CHF,Index,0,INAV DBXT DJSGS CHF (F9YY.DE),N/A,N/A
WIEURPS0570.L,FTSE EAP - OILEQSER,Index,0,FTSE EAP - OILEQSER (WIEURPS0570.L),N/A,N/A
^SFSAIX-NV,,Index,0,^SFSAIX-NV,N/A,N/A
4N5T.DE,DAXSUB ALL CSEL K,Index,0,DAXSUB ALL CSEL K (4N5T.DE),N/A,N/A
WIAMERS4000.FGI,FTSE AM - HEALTHCA,Index,0,FTSE AM - HEALTHCA (WIAMERS4000.FGI),N/A,N/A
INXDS.PA,,Index,0,INXDS.PA,N/A,N/A
PTE.VI,PTX EUR,Index,0,PTX EUR (PTE.VI),N/A,N/A
^NQUSM0570T,"NQ US Md Cap Oil Eqpt, Svcs & D",Index,0,"NQ US Md Cap Oil Eqpt, Svcs & D (^NQUSM0570T)",N/A,N/A
ASUT.FGI,FTSE ASIAN UTILITIE,Index,0,FTSE ASIAN UTILITIE (ASUT.FGI),N/A,N/A
^NQUSL3537AUD,NQ US Lg Cap Soft Drinks AUD In,Index,0,NQ US Lg Cap Soft Drinks AUD In (^NQUSL3537AUD),N/A,N/A
EDNBRGR.Z,STXEMTMXBRIC EUR GR,Index,0,STXEMTMXBRIC EUR GR (EDNBRGR.Z),N/A,N/A
^NQEMASIA2000T,NASDAQ EM Asia Inds TR Index,Index,0,NASDAQ EM Asia Inds TR Index (^NQEMASIA2000T),N/A,N/A
22269971.SG,,Index,0,22269971.SG,N/A,N/A
SX9U80R.Z,STXUS90EURFINCLNR,Index,0,STXUS90EURFINCLNR (SX9U80R.Z),N/A,N/A
SA2CMVL.Z,STX CA 240 MV USD P,Index,0,STX CA 240 MV USD P (SA2CMVL.Z),N/A,N/A
^NQDMASPAMCGBP,NASDAQ DM ASPA Mid Cap GBP Inde,Index,0,NASDAQ DM ASPA Mid Cap GBP Inde (^NQDMASPAMCGBP),N/A,N/A
^NQUSB2790CADT,NQ US Bnchmk Support Svcs CAD T,Index,0,NQ US Bnchmk Support Svcs CAD T (^NQUSB2790CADT),N/A,N/A
22007187.DE,VDAX OCT 2013,Index,0,VDAX OCT 2013 (22007187.DE),N/A,N/A
SX5R20UE.Z,ESTX50RC20%RV USDER,Index,0,ESTX50RC20%RV USDER (SX5R20UE.Z),N/A,N/A
^NQJP0001CADN,NASDAQ Japan Oil & Gas CAD NTR ,Index,0,NASDAQ Japan Oil & Gas CAD NTR  (^NQJP0001CADN),N/A,N/A
^NQEM0001,NASDAQ Emerging Oil & Gas Index,Index,0,NASDAQ Emerging Oil & Gas Index (^NQEM0001),N/A,N/A
^NQMASCMAD,NASDAQ Morocco Small Cap MAD In,Index,0,NASDAQ Morocco Small Cap MAD In (^NQMASCMAD),N/A,N/A
SXEVDL.Z,STXE6O&GDLEV; USD NR,Index,0,STXE6O&GDLEV; USD NR (SXEVDL.Z),N/A,N/A
^NQDMASPA1000CADN,NASDAQ DM ASPA Basic Matls CAD ,Index,0,NASDAQ DM ASPA Basic Matls CAD  (^NQDMASPA1000CADN),N/A,N/A
^NQHK5000EURN,NASDAQ Hong Kong Cnsmr Svcs EUR,Index,0,NASDAQ Hong Kong Cnsmr Svcs EUR (^NQHK5000EURN),N/A,N/A
^RUFDINNG,Russell Fundamental India Net R,Index,0,Russell Fundamental India Net R (^RUFDINNG),N/A,N/A
^VBEEM,CBOE VXEEM Bid Index,Index,0,CBOE VXEEM Bid Index (^VBEEM),N/A,N/A
WIKOR1000.L,FTSE KOR-BASIC INDU,Index,0,FTSE KOR-BASIC INDU (WIKOR1000.L),N/A,N/A
^E1CYC,Dow Jones Europe Consumer Servi,Index,0,Dow Jones Europe Consumer Servi (^E1CYC),N/A,N/A
21170544.SG,,Index,0,21170544.SG,N/A,N/A
^NQUSS3722EUR,NQ US Sm Cap Durable Hhld Produ,Index,0,NQ US Sm Cap Durable Hhld Produ (^NQUSS3722EUR),N/A,N/A
^NQKRMCN,NASDAQ Korea Mid Cap NTR Index,Index,0,NASDAQ Korea Mid Cap NTR Index (^NQKRMCN),N/A,N/A
^DWKRT,Dow Jones South Korea Total Sto,Index,0,Dow Jones South Korea Total Sto (^DWKRT),N/A,N/A
^DGS-TC,,Index,0,^DGS-TC,N/A,N/A
SX24CGDA.Z,STXCA240 CADGR,Index,0,STXCA240 CADGR (SX24CGDA.Z),N/A,N/A
SPKRXASIA100JPY.KQ,S&P; KRX Asia Top 100 JPY Index,Index,0,S&P; KRX Asia Top 100 JPY Index (SPKRXASIA100JPY.KQ),N/A,N/A
WITUR8770.FGI,FTSE TURKEY  FS,Index,0,FTSE TURKEY  FS (WITUR8770.FGI),N/A,N/A
^DWKRD,Dow Jones South Korea Total Sto,Index,0,Dow Jones South Korea Total Sto (^DWKRD),N/A,N/A
SDD35Y.SW,SBI D AAA-AA 3-5 Y,Index,0,SBI D AAA-AA 3-5 Y (SDD35Y.SW),N/A,N/A
SF15AP.SW,SBI F AAA-A 1-15 P,Index,0,SBI F AAA-A 1-15 P (SF15AP.SW),N/A,N/A
07AZ.Z,STXEM15XBRIC USD P,Index,0,STXEM15XBRIC USD P (07AZ.Z),N/A,N/A
Q8A.Z,STX400TRV&LSR; RT,Index,0,STX400TRV&LSR; RT (Q8A.Z),N/A,N/A
^TNAPT,Tortoise North American Pipelin,Index,0,Tortoise North American Pipelin (^TNAPT),N/A,N/A
^AXPJ,S&P;/ASX 200 A-REIT,Index,0,S&P;/ASX 200 A-REIT (^AXPJ),N/A,N/A
^KIE-NV,,Index,0,^KIE-NV,N/A,N/A
^SPTGT50,S&P; Target Date 2050 Index,Index,0,S&P; Target Date 2050 Index (^SPTGT50),N/A,N/A
^NQUSL4000JPYT,NQ US Lg Cap Health Care JPY TR,Index,0,NQ US Lg Cap Health Care JPY TR (^NQUSL4000JPYT),N/A,N/A
VXF3.DE,VDAX JUNI 2013,Index,0,VDAX JUNI 2013 (VXF3.DE),N/A,N/A
^DDA,CBOE Jumbo DJ Volatility Ask,Index,0,CBOE Jumbo DJ Volatility Ask (^DDA),N/A,N/A
^CYM-NV,,Index,0,^CYM-NV,N/A,N/A
000136.SS,,Index,0,000136.SS,N/A,N/A
^PEY-SO,,Index,0,^PEY-SO,N/A,N/A
^SP600-15104010,S&P; 600 Aluminum (Sub Ind),Index,0,S&P; 600 Aluminum (Sub Ind) (^SP600-15104010),N/A,N/A
^NQUSM3577CADN,NQ US Md Cap Food Products CAD ,Index,0,NQ US Md Cap Food Products CAD  (^NQUSM3577CADN),N/A,N/A
QD7P.DE,INAVDBDJST600B1CSE,Index,0,INAVDBDJST600B1CSE (QD7P.DE),N/A,N/A
^DJUSEE,Dow Jones U.S. Electronic & Ele,Index,0,Dow Jones U.S. Electronic & Ele (^DJUSEE),N/A,N/A
