Ticker,Name,Sector,Market Cap,Company,Sales,EBITDA
LOW,Lowe's Companies Inc.,Home Improvement Stores,51.56B,Lowe's Companies Inc.(LOW),677B,97B
LOR,Lazard World Dividend & Income ,,0,Lazard World Dividend & Income (LOR),383M,562M
MBTF,MBT Financial Corp.,Regional - Northeast Banks,76.71M,MBT Financial Corp.(MBTF),235B,132M
PSB-PV,"PS Business Parks, Inc. Deposit",,0,"PS Business Parks, Inc. Deposit(PSB-PV)",364B,425M
HW,Headwaters Incorporated,General Building Materials,725.70M,Headwaters Incorporated(HW),80B,988M
HT,Hersha Hospitality Trust,REIT - Hotel/Motel,1.13B,Hersha Hospitality Trust(HT),495B,546B
HR,Healthcare Realty Trust Incorporated,REIT - Healthcare Facilities,2.06B,Healthcare Realty Trust Incorporated(HR),334M,619B
HP,"Helmerich & Payne, Inc.",Oil & Gas Drilling & Exploration,8.95B,"Helmerich & Payne, Inc.(HP)",422M,100M
IFN,"India Fund, Inc. (The) Common S",,0,"India Fund, Inc. (The) Common S(IFN)",252M,18M
HL,Hecla Mining Co.,Silver,1.01B,Hecla Mining Co.(HL),856M,492B
HK,Halcon Resources Corp.,Oil & Gas Drilling & Exploration,1.61B,Halcon Resources Corp.(HK),899B,623M
HF,"HFF, Inc.",Property Management,994.52M,"HFF, Inc.(HF)",323M,688B
HD,"The Home Depot, Inc.",Home Improvement Stores,115.36B,"The Home Depot, Inc.(HD)",145B,505M
MAS,Masco Corporation,General Building Materials,8.14B,Masco Corporation(MAS),425M,687B
ARE,"Alexandria Real Estate Equities, Inc.",REIT - Office,4.56B,"Alexandria Real Estate Equities, Inc.(ARE)",118M,441B
FGP,Ferrellgas Partners LP,Oil & Gas Refining & Marketing,1.85B,Ferrellgas Partners LP(FGP),810M,208B
DAKT,Daktronics Inc.,Electronic Equipment,671.95M,Daktronics Inc.(DAKT),540B,6M
ORLY,O'Reilly Automotive Inc.,Auto Parts Stores,13.81B,O'Reilly Automotive Inc.(ORLY),46M,141M
MCK,McKesson Corporation,Drugs Wholesale,36.94B,McKesson Corporation(MCK),618B,358M
ARI,"Apollo Commercial Real Estate Finance, Inc.",REIT - Diversified,604.14M,"Apollo Commercial Real Estate Finance, Inc.(ARI)",900M,401M
PQ,PetroQuest Energy Inc.,Independent Oil & Gas,274.06M,PetroQuest Energy Inc.(PQ),301M,769B
CYH,"Community Health Systems, Inc.",Hospitals,3.66B,"Community Health Systems, Inc.(CYH)",23B,181M
CMLP,"Crestwood Midstream, L.P.",Oil & Gas Pipelines,1.49B,"Crestwood Midstream, L.P.(CMLP)",302B,278M
CMLS,Cumulus Media Inc.,Broadcasting - Radio,1.57B,Cumulus Media Inc.(CMLS),242M,902B
CYE,Blackrock Corporate High Yield ,,0,Blackrock Corporate High Yield (CYE),182M,353B
TGA,TransGlobe Energy Corporation,Independent Oil & Gas,614.70M,TransGlobe Energy Corporation(TGA),621B,200B
BKSC,The Bank of South Carolina Corporation,Regional - Mid-Atlantic Banks,69.11M,The Bank of South Carolina Corporation(BKSC),520M,911M
FGB,First Trust Specialty Finance a,,0,First Trust Specialty Finance a(FGB),943M,372M
FBMI,Firstbank Corporation,Regional - Midwest Banks,158.29M,Firstbank Corporation(FBMI),444M,194M
WNC,Wabash National Corp.,Trucks & Other Vehicles,841.44M,Wabash National Corp.(WNC),594M,703B
EWBC,"East West Bancorp, Inc.",Regional - Pacific Banks,4.79B,"East West Bancorp, Inc.(EWBC)",411M,623M
WNR,"Western Refining, Inc.",Oil & Gas Refining & Marketing,3.29B,"Western Refining, Inc.(WNR)",597M,780M
FMER,FirstMerit Corporation,Regional - Midwest Banks,3.66B,FirstMerit Corporation(FMER),72M,827M
OSBC,Old Second Bancorp Inc.,Regional - Midwest Banks,64.44M,Old Second Bancorp Inc.(OSBC),863B,869M
ELSE,Electro-Sensors Inc.,Scientific & Technical Instruments,13.52M,Electro-Sensors Inc.(ELSE),270B,368M
TGP,Teekay LNG Partners LP.,Shipping,3.03B,Teekay LNG Partners LP.(TGP),643B,354B
N,NetSuite Inc.,Business Software & Services,7.52B,NetSuite Inc.(N),721B,741B
IPGP,IPG Photonics Corporation,Semiconductor Equipment & Materials,3.98B,IPG Photonics Corporation(IPGP),217M,962B
DRIV,Digital River Inc.,Internet Software & Services,570.84M,Digital River Inc.(DRIV),796M,371B
DRII,"Diamond Resorts International, Inc.",Lodging,1.37B,"Diamond Resorts International, Inc.(DRII)",861B,798M
BLIN,"Bridgeline Digital, Inc.",Application Software,19.43M,"Bridgeline Digital, Inc.(BLIN)",811B,336B
ETJ,Eaton Vance Risk-Managed Divers,,0,Eaton Vance Risk-Managed Divers(ETJ),294B,370B
UNTD,"United Online, Inc.","Specialty Retail, Other",182.78M,"United Online, Inc.(UNTD)",341B,579M
BOSC,B.O.S. Better Online Solutions Ltd.,Information Technology Services,7.91M,B.O.S. Better Online Solutions Ltd.(BOSC),440M,761M
JDSU,JDS Uniphase Corporation,Communication Equipment,3.04B,JDS Uniphase Corporation(JDSU),435B,273M
DAVE,Famous Dave's of America Inc.,Restaurants,137.43M,Famous Dave's of America Inc.(DAVE),340B,792B
PWE,Penn West Petroleum Ltd.,Oil & Gas Drilling & Exploration,4.10B,Penn West Petroleum Ltd.(PWE),170M,854B
EXC,Exelon Corporation,Diversified Utilities,23.52B,Exelon Corporation(EXC),248B,651M
ESBK,Elmira Savings Bank,Regional - Northeast Banks,66.28M,Elmira Savings Bank(ESBK),157B,64M
SMFG,"Sumitomo Mitsui Financial Group, Inc.",Foreign Regional Banks,14.26B,"Sumitomo Mitsui Financial Group, Inc.(SMFG)",529M,806B
CFFI,C&F; Financial Corp.,Regional - Mid-Atlantic Banks,155.30M,C&F; Financial Corp.(CFFI),365M,117M
TAYC,Taylor Capital Group Inc.,Regional - Midwest Banks,775.00M,Taylor Capital Group Inc.(TAYC),827M,981M
NTE,"Nam Tai Electronics, Inc.",Diversified Electronics,315.09M,"Nam Tai Electronics, Inc.(NTE)",787B,721M
SCOR,"comScore, Inc.",Business Services,997.26M,"comScore, Inc.(SCOR)",192B,549B
ANR,"Alpha Natural Resources, Inc.",Industrial Metals & Minerals,1.57B,"Alpha Natural Resources, Inc.(ANR)",535M,413B
SCON,Superconductor Technologies Inc.,Semiconductor - Integrated Circuits,25.32M,Superconductor Technologies Inc.(SCON),765M,247B
A,Agilent Technologies Inc.,Medical Laboratories & Research,19.02B,Agilent Technologies Inc.(A),722M,365M
MFRM,Mattress Firm Holding Corp.,Home Furnishings & Fixtures,1.48B,Mattress Firm Holding Corp.(MFRM),174M,969M
FLDM,Fluidigm Corporation,Scientific & Technical Instruments,986.61M,Fluidigm Corporation(FLDM),91B,259M
OI,"Owens-Illinois, Inc.",Packaging & Containers,5.86B,"Owens-Illinois, Inc.(OI)",67B,601B
PGR,Progressive Corp.,Property & Casualty Insurance,16.27B,Progressive Corp.(PGR),646B,804B
OC,Owens Corning,General Building Materials,4.77B,Owens Corning(OC),560B,102M
OB,"OneBeacon Insurance Group, Ltd.",Surety & Title Insurance,1.52B,"OneBeacon Insurance Group, Ltd.(OB)",95M,324B
TTMI,TTM Technologies Inc.,Printed Circuit Boards,706.64M,TTM Technologies Inc.(TTMI),245M,60M
WWAV,The WhiteWave Foods Company,Food - Major Diversified,3.95B,The WhiteWave Foods Company(WWAV),202B,291B
PNTR,Pointer Telocation Ltd.,Communication Equipment,63.78M,Pointer Telocation Ltd.(PNTR),1B,989M
FLO,"Flowers Foods, Inc.",Processed & Packaged Goods,4.50B,"Flowers Foods, Inc.(FLO)",128M,502M
FLL,Full House Resorts Inc.,Resorts & Casinos,53.44M,Full House Resorts Inc.(FLL),226B,637B
CKSW,ClickSoftware Technologies Ltd.,Internet Software & Services,241.95M,ClickSoftware Technologies Ltd.(CKSW),502B,7B
FLC,"Flaherty & Crumrine/Claymore Total Return Fund, Inc.",,0,"Flaherty & Crumrine/Claymore Total Return Fund, Inc.(FLC)",858M,460B
FLY,FLY Leasing Limited,Rental & Leasing Services,658.42M,FLY Leasing Limited(FLY),205M,121B
FLT,"FleetCor Technologies, Inc.",Business Services,9.41B,"FleetCor Technologies, Inc.(FLT)",626M,312B
FLS,Flowserve Corp.,Diversified Machinery,10.84B,Flowserve Corp.(FLS),903M,642B
FLR,Fluor Corporation,Heavy Construction,13.02B,Fluor Corporation(FLR),178B,718B
SIX,Six Flags Entertainment Corporation,General Entertainment,3.48B,Six Flags Entertainment Corporation(SIX),905M,758B
SIR,Select Income REIT Common Share,,0,Select Income REIT Common Share(SIR),473M,950B
UPIP,"Unwired Planet, Inc.",Application Software,151.07M,"Unwired Planet, Inc.(UPIP)",450M,838B
LNCO,"Linn Co, LLC",Independent Oil & Gas,1.07B,"Linn Co, LLC(LNCO)",396B,822M
WTI,W&T; Offshore Inc.,Oil & Gas Drilling & Exploration,1.20B,W&T; Offshore Inc.(WTI),973M,224B
SIG,Signet Jewelers Limited,Jewelry Stores,6.31B,Signet Jewelers Limited(SIG),238B,496M
FITB,Fifth Third Bancorp,Regional - Midwest Banks,18.49B,Fifth Third Bancorp(FITB),890B,613B
CPSL,"China Precision Steel, Inc.",Steel & Iron,5.39M,"China Precision Steel, Inc.(CPSL)",762B,926B
CIMT,Cimatron Ltd.,Technical & System Software,85.11M,Cimatron Ltd.(CIMT),361M,728B
ICGE,"ICG Group, Inc.",Asset Management,651.48M,"ICG Group, Inc.(ICGE)",577B,916M
DRQ,"Dril-Quip, Inc.",Oil & Gas Equipment & Services,4.45B,"Dril-Quip, Inc.(DRQ)",866M,240M
DRU,"Dominion Resources, Inc.",,14.91B,"Dominion Resources, Inc.(DRU)",391B,500M
DRC,Dresser-Rand Group Inc.,Diversified Machinery,4.50B,Dresser-Rand Group Inc.(DRC),732M,676M
INN,"Summit Hotel Properties, Inc.",Real Estate Development,772.96M,"Summit Hotel Properties, Inc.(INN)",28M,445M
DRE,Duke Realty Corporation,REIT - Industrial,4.90B,Duke Realty Corporation(DRE),204M,725B
DRD,DRDGOLD Ltd.,Gold,137.83M,DRDGOLD Ltd.(DRD),603M,131B
ATMI,ATMI Inc.,Semiconductor Equipment & Materials,946.00M,ATMI Inc.(ATMI),268B,147M
DRI,"Darden Restaurants, Inc.",Restaurants,7.13B,"Darden Restaurants, Inc.(DRI)",653B,894M
ATML,Atmel Corporation,Semiconductor - Broad Line,3.30B,Atmel Corporation(ATML),48M,697B
NTAP,"NetApp, Inc.",Data Storage Devices,13.97B,"NetApp, Inc.(NTAP)",832M,561B
DRL,Doral Financial Corporation,Mortgage Investment,103.47M,Doral Financial Corporation(DRL),368B,201M
NCFT,"Norcraft Companies, Inc.",Home Furnishings & Fixtures,318.86M,"Norcraft Companies, Inc.(NCFT)",825M,867B
VGR,Vector Group Ltd.,Cigarettes,1.55B,Vector Group Ltd.(VGR),322B,118B
CDE,"Coeur Mining, Inc.",Silver,1.09B,"Coeur Mining, Inc.(CDE)",750B,624M
EZCH,EZchip Semiconductor Ltd.,Semiconductor - Integrated Circuits,707.30M,EZchip Semiconductor Ltd.(EZCH),713B,540M
CDI,CDI Corp.,Staffing & Outsourcing Services,369.53M,CDI Corp.(CDI),849B,388M
CDR,"Cedar Realty Trust, Inc.",REIT - Retail,430.00M,"Cedar Realty Trust, Inc.(CDR)",944M,110M
FCFS,First Cash Financial Services Inc.,Credit Services,1.78B,First Cash Financial Services Inc.(FCFS),232M,885M
ZEUS,Olympic Steel Inc.,Metal Fabrication,317.46M,Olympic Steel Inc.(ZEUS),61M,412M
AGM-A,Federal Agricultural Mortgage Corp.,,287.79M,Federal Agricultural Mortgage Corp.(AGM-A),837M,302M
TZF,"Bear Stearns Depositor, Inc. Pf",,0,"Bear Stearns Depositor, Inc. Pf(TZF)",831B,326M
COCO,Corinthian Colleges Inc.,Education & Training Services,153.20M,Corinthian Colleges Inc.(COCO),822M,715B
HTCO,Hickory Tech Corp.,Telecom Services - Domestic,176.96M,Hickory Tech Corp.(HTCO),262M,392B
SPBC,"SP Bancorp, Inc.",Credit Services,28.49M,"SP Bancorp, Inc.(SPBC)",878B,239B
GNTX,Gentex Corp.,Auto Parts,4.75B,Gentex Corp.(GNTX),968M,914M
WSO-B,Watsco Inc.,,3.12B,Watsco Inc.(WSO-B),574B,997B
RY,Royal Bank of Canada,Money Center Banks,96.67B,Royal Bank of Canada(RY),694M,195M
RT,"Ruby Tuesday, Inc.",Restaurants,424.78M,"Ruby Tuesday, Inc.(RT)",749M,207M
ITW,Illinois Tool Works Inc.,Diversified Machinery,37.04B,Illinois Tool Works Inc.(ITW),498M,931M
RP,"RealPage, Inc.",Application Software,1.78B,"RealPage, Inc.(RP)",80B,342B
BEN,Franklin Resources Inc.,Asset Management,36.08B,Franklin Resources Inc.(BEN),760B,295B
RS,Reliance Steel & Aluminum Co.,Metal Fabrication,5.84B,Reliance Steel & Aluminum Co.(RS),389B,630B
RL,Ralph Lauren Corporation,Textile - Apparel Clothing,15.91B,Ralph Lauren Corporation(RL),837B,216B
RM,Regional Management Corp.,Credit Services,426.54M,Regional Management Corp.(RM),129M,190M
TAM,Taminco Corporation,Specialty Chemicals,1.33B,Taminco Corporation(TAM),971B,83M
RH,"Restoration Hardware Holdings, Inc.",Home Furnishing Stores,2.53B,"Restoration Hardware Holdings, Inc.(RH)",515B,313M
RE,Everest Re Group Ltd.,Property & Casualty Insurance,7.41B,Everest Re Group Ltd.(RE),675B,254M
RF,Regions Financial Corporation,Regional - Southeast Banks,13.53B,Regions Financial Corporation(RF),806B,75M
TAC,TransAlta Corp.,Diversified Utilities,3.36B,TransAlta Corp.(TAC),113B,900B
AKO-B,Embotelladora Andina S.A.,Beverages - Soft Drinks,4.35B,Embotelladora Andina S.A.(AKO-B),408B,529M
X,United States Steel Corp.,Steel & Iron,4.28B,United States Steel Corp.(X),64M,200B
LAD,Lithia Motors Inc.,Auto Dealerships,1.79B,Lithia Motors Inc.(LAD),266M,16B
TCRD,"THL Credit, Inc.",,0,"THL Credit, Inc.(TCRD)",156B,8B
AKO-A,Embotelladora Andina S.A.,Beverages - Soft Drinks,3.33B,Embotelladora Andina S.A.(AKO-A),545M,957M
IDT,IDT Corporation,Diversified Communication Services,413.01M,IDT Corporation(IDT),665M,416B
EBR-B,Centrais El,,5.91B,Centrais El(EBR-B),330M,791M
EIGI,"Endurance International Group Holdings, Inc.",Application Software,1.83B,"Endurance International Group Holdings, Inc.(EIGI)",716B,765B
UMC,United Microelectronics Corporation,Semiconductor Equipment & Materials,5.02B,United Microelectronics Corporation(UMC),579B,951M
MYCC,"ClubCorp Holdings, Inc.",Sporting Activities,1.13B,"ClubCorp Holdings, Inc.(MYCC)",348B,290M
UMH,UMH Properties Inc.,REIT - Diversified,187.19M,UMH Properties Inc.(UMH),878B,663B
COOL,Majesco Entertainment Co.,Multimedia & Graphics Software,22.99M,Majesco Entertainment Co.(COOL),846M,321M
HTGC,"Hercules Technology Growth Capital, Inc.",Mortgage Investment,1.02B,"Hercules Technology Growth Capital, Inc.(HTGC)",800M,385B
OXY,Occidental Petroleum Corporation,Independent Oil & Gas,76.35B,Occidental Petroleum Corporation(OXY),755M,141M
RELV,"Reliv International, Inc.",Biotechnology,35.23M,"Reliv International, Inc.(RELV)",904B,718B
OXF,"Oxford Resource Partners, L.P.",Industrial Metals & Minerals,26.57M,"Oxford Resource Partners, L.P.(OXF)",779M,195M
OXM,Oxford Industries Inc.,Textile - Apparel Clothing,1.31B,Oxford Industries Inc.(OXM),155B,872B
PRTS,"U.S. Auto Parts Network, Inc.",Auto Parts Stores,79.51M,"U.S. Auto Parts Network, Inc.(PRTS)",943B,197M
MGIC,Magic Software Enterprises Ltd.,Application Software,260.35M,Magic Software Enterprises Ltd.(MGIC),326B,150B
VTRB,"Ventas Realty, Limited Partners",,0,"Ventas Realty, Limited Partners(VTRB)",994M,960B
DCE,Deutsche Bk Cap Fdg Tr X Noncum,,0,Deutsche Bk Cap Fdg Tr X Noncum(DCE),152M,199M
VRA,"Vera Bradley, Inc.",Textile - Apparel Footwear & Accessories,969.27M,"Vera Bradley, Inc.(VRA)",971M,377M
JLS,Nuveen Mortgage Opportunity Ter,,0,Nuveen Mortgage Opportunity Ter(JLS),747M,394B
NOVB,North Valley Bancorp,Regional - Pacific Banks,128.40M,North Valley Bancorp(NOVB),903M,833M
CLGX,"CoreLogic, Inc.",Property & Casualty Insurance,3.37B,"CoreLogic, Inc.(CLGX)",776M,163M
VRS,Verso Paper Corp.,Paper & Paper Products,32.34M,Verso Paper Corp.(VRS),507M,211B
VRX,"Valeant Pharmaceuticals International, Inc.",Drug Delivery,39.28B,"Valeant Pharmaceuticals International, Inc.(VRX)",654B,830M
CEQP,Crestwood Equity Partners LP,Oil & Gas Pipelines,2.34B,Crestwood Equity Partners LP(CEQP),259M,575M
OHI,Omega Healthcare Investors Inc.,REIT - Healthcare Facilities,3.69B,Omega Healthcare Investors Inc.(OHI),862M,707M
NRP,Natural Resource Partners LP,Industrial Metals & Minerals,2.19B,Natural Resource Partners LP(NRP),157B,219M
NRT,North European Oil Royalty Trust,Diversified Investments,180.77M,North European Oil Royalty Trust(NRT),649B,559M
DCM,"NTT DOCOMO, Inc.",Diversified Communication Services,68.15B,"NTT DOCOMO, Inc.(DCM)",57M,964M
MASC,Material Sciences Corporation,Industrial Equipment & Components,120.04M,Material Sciences Corporation(MASC),724B,664M
NRF,NorthStar Realty Finance Corp.,REIT - Retail,3.19B,NorthStar Realty Finance Corp.(NRF),493B,113M
WHZ,Whiting USA Trust II,Independent Oil & Gas,241.03M,Whiting USA Trust II(WHZ),477M,537B
WHX,Whiting USA Trust I,Oil & Gas Drilling & Exploration,72.06M,Whiting USA Trust I(WHX),313M,619B
KERX,Keryx Biopharmaceuticals Inc.,Drug Manufacturers - Major,1.05B,Keryx Biopharmaceuticals Inc.(KERX),693B,903M
DCT,DCT Industrial Trust Inc.,REIT - Industrial,2.26B,DCT Industrial Trust Inc.(DCT),995M,648M
WHF,"WhiteHorse Finance, Inc.",,0,"WhiteHorse Finance, Inc.(WHF)",127M,990B
STC,Stewart Information Services Corporation,Property & Casualty Insurance,729.84M,Stewart Information Services Corporation(STC),837B,446B
ATLO,Ames National Corporation,Regional - Northeast Banks,212.84M,Ames National Corporation(ATLO),30M,550M
STE,Steris Corp.,Medical Appliances & Equipment,2.83B,Steris Corp.(STE),970B,104M
STJ,St. Jude Medical Inc.,Medical Appliances & Equipment,18.09B,St. Jude Medical Inc.(STJ),184B,557B
STK,Columbia Seligman Premium Techn,,0,Columbia Seligman Premium Techn(STK),953B,344M
STI,"SunTrust Banks, Inc.",Money Center Banks,19.55B,"SunTrust Banks, Inc.(STI)",835M,843B
STN,Stantec Inc.,Technical Services,2.88B,Stantec Inc.(STN),164M,441M
STO,Statoil ASA,Major Integrated Oil & Gas,76.15B,Statoil ASA(STO),899M,900B
STM,STMicroelectronics NV,Semiconductor - Broad Line,7.10B,STMicroelectronics NV(STM),399M,596M
STP,Suntech Power Holdings Co. Ltd.,Diversified Electronics,0,Suntech Power Holdings Co. Ltd.(STP),747B,203M
STV,"China Digital TV Holding Co., Ltd.",Application Software,102.85M,"China Digital TV Holding Co., Ltd.(STV)",363M,679M
STT,State Street Corporation,Asset Management,31.90B,State Street Corporation(STT),978M,935B
JBT,John Bean Technologies Corporation,Diversified Machinery,853.71M,John Bean Technologies Corporation(JBT),353M,723M
STZ,Constellation Brands Inc.,Beverages - Wineries & Distillers,13.20B,Constellation Brands Inc.(STZ),93B,460B
STX,Seagate Technology Public Limited Company,Data Storage Devices,18.50B,Seagate Technology Public Limited Company(STX),664B,736M
ASTE,"Astec Industries, Inc.",Farm & Construction Machinery,862.47M,"Astec Industries, Inc.(ASTE)",904B,306B
ASTC,Astrotech Corp.,Aerospace/Defense Products & Services,54.36M,Astrotech Corp.(ASTC),857B,688B
ASTM,"Aastrom Biosciences, Inc.",,0,"Aastrom Biosciences, Inc.(ASTM)",157M,412B
MEOH,Methanex Corporation,Specialty Chemicals,5.62B,Methanex Corporation(MEOH),722B,572M
MRF,American Income Fund Inc.,,0,American Income Fund Inc.(MRF),908B,782B
MRK,Merck & Co. Inc.,Drug Manufacturers - Major,145.75B,Merck & Co. Inc.(MRK),831B,866B
MRH,Montpelier Re Holdings Ltd.,Property & Casualty Insurance,1.43B,Montpelier Re Holdings Ltd.(MRH),167M,972M
AFFX,Affymetrix Inc.,Scientific & Technical Instruments,622.08M,Affymetrix Inc.(AFFX),111B,690B
ENTA,"Enanta Pharmaceuticals, Inc.",Biotechnology,501.29M,"Enanta Pharmaceuticals, Inc.(ENTA)",970B,354M
UTI,"Universal Technical Institute, Inc.",Education & Training Services,346.23M,"Universal Technical Institute, Inc.(UTI)",677B,506M
HCI,"HCI Group, Inc.",Property & Casualty Insurance,603.66M,"HCI Group, Inc.(HCI)",796M,790B
DOC,Physicians Realty Trust,REIT - Healthcare Facilities,255.01M,Physicians Realty Trust(DOC),650M,50M
DOM,Dominion Resources Black Warrior Trust,Diversified Investments,43.39M,Dominion Resources Black Warrior Trust(DOM),229B,549B
DPZ,"Domino's Pizza, Inc.",Restaurants,3.90B,"Domino's Pizza, Inc.(DPZ)",72M,880B
DOV,Dover Corporation,Diversified Machinery,16.43B,Dover Corporation(DOV),240M,778B
DOW,The Dow Chemical Company,Chemicals - Major Diversified,53.88B,The Dow Chemical Company(DOW),27B,213B
HBHC,Hancock Holding Company,Regional - Southeast Banks,3.01B,Hancock Holding Company(HBHC),412M,295B
DOX,Amdocs Limited,Business Software & Services,6.56B,Amdocs Limited(DOX),780M,528M
ADVS,"Advent Software, Inc.",Application Software,1.78B,"Advent Software, Inc.(ADVS)",923M,697M
SUTR,Sutor Technology Group Limited,Steel & Iron,74.53M,Sutor Technology Group Limited(SUTR),83M,983B
FEYE,"FireEye, Inc.",Application Software,5.29B,"FireEye, Inc.(FEYE)",254B,785M
SRF,The Cushing Royalty & Income Fu,,0,The Cushing Royalty & Income Fu(SRF),564M,757M
FBC,Flagstar Bancorp Inc.,Savings & Loans,1.06B,Flagstar Bancorp Inc.(FBC),975M,169M
FBP,First Bancorp,Foreign Regional Banks,1.25B,First Bancorp(FBP),518M,712M
INDB,Independent Bank Corp.,Regional - Northeast Banks,900.00M,Independent Bank Corp.(INDB),753M,30M
SKT,Tanger Factory Outlet Centers Inc.,REIT - Retail,3.01B,Tanger Factory Outlet Centers Inc.(SKT),398B,114M
SKX,Skechers USA Inc.,Textile - Apparel Footwear & Accessories,1.70B,Skechers USA Inc.(SKX),76M,902M
SKH,"Skilled Healthcare Group, Inc.",Long-Term Care Facilities,189.34M,"Skilled Healthcare Group, Inc.(SKH)",674M,996M
SKM,SK Telecom Co. Ltd.,Wireless Communications,15.66B,SK Telecom Co. Ltd.(SKM),828B,345B
CRNT,Ceragon Networks Ltd.,Communication Equipment,106.55M,Ceragon Networks Ltd.(CRNT),600M,424M
OCIR,OCI Resources LP,Industrial Metals & Minerals,411.17M,OCI Resources LP(OCIR),548M,613B
LIME,Lime Energy Co.,Technical Services,10.13M,Lime Energy Co.(LIME),879B,892M
EVAC,Edwards Group Limited,Diversified Machinery,1.15B,Edwards Group Limited(EVAC),564M,125M
SSFN,Stewardship Financial Corp.,Regional - Northeast Banks,28.10M,Stewardship Financial Corp.(SSFN),742B,459M
DTT,Deutsche Bank Cap Fdg Tr IX Gua,,0,Deutsche Bank Cap Fdg Tr IX Gua(DTT),504B,834B
DTV,DIRECTV,CATV Systems,35.83B,DIRECTV(DTV),204B,890M
DTQ,DTE Energy Company 2012 Series ,,0,DTE Energy Company 2012 Series (DTQ),423B,875M
JST,Jinpan International Limited,Diversified Electronics,137.08M,Jinpan International Limited(JST),26M,585M
ATSG,"Air Transport Services Group, Inc.",Air Delivery & Freight Services,521.85M,"Air Transport Services Group, Inc.(ATSG)",281M,949M
DTZ,DTE Energy Company 2011 Series ,,0,DTE Energy Company 2011 Series (DTZ),86M,774B
DTE,DTE Energy Company,Electric Utilities,11.69B,DTE Energy Company(DTE),15M,101M
DTF,DTF Tax-Free Income Inc.,Closed-End Fund - Debt,119.25M,DTF Tax-Free Income Inc.(DTF),63B,538B
JSD,Nuveen Short Duration Credit Op,,0,Nuveen Short Duration Credit Op(JSD),80M,760B
BODY,Body Central Corp.,Apparel Stores,65.45M,Body Central Corp.(BODY),885M,948M
CBST,Cubist Pharmaceuticals Inc.,Drug Manufacturers - Other,5.06B,Cubist Pharmaceuticals Inc.(CBST),241M,136M
AAON,AAON Inc.,General Building Materials,1.19B,AAON Inc.(AAON),720B,713M
NXTM,"Nxstage Medical, Inc.",Medical Appliances & Equipment,608.08M,"Nxstage Medical, Inc.(NXTM)",713B,515B
GIFI,Gulf Island Fabrication Inc.,Metal Fabrication,336.16M,Gulf Island Fabrication Inc.(GIFI),145M,545M
RRGB,Red Robin Gourmet Burgers Inc.,Restaurants,1.08B,Red Robin Gourmet Burgers Inc.(RRGB),979B,866B
MPAA,Motorcar Parts of America Inc.,Auto Parts,279.31M,Motorcar Parts of America Inc.(MPAA),153M,720B
CFR,"Cullen/Frost Bankers, Inc.",Regional - Southwest  Banks,4.48B,"Cullen/Frost Bankers, Inc.(CFR)",700M,241M
CFX,Colfax Corporation,Diversified Machinery,6.48B,Colfax Corporation(CFX),206M,217B
NTGR,Netgear Inc.,Communication Equipment,1.29B,Netgear Inc.(NTGR),319M,626M
CBSH,"Commerce Bancshares, Inc.",Regional - Southwest  Banks,4.31B,"Commerce Bancshares, Inc.(CBSH)",692B,260M
PKBK,Parke Bancorp Inc.,Regional - Northeast Banks,53.54M,Parke Bancorp Inc.(PKBK),223B,512B
MEMP,Memorial Production Partners LP,Independent Oil & Gas,1.35B,Memorial Production Partners LP(MEMP),798M,547B
LEN-B,Lennar Corp.,,6.57B,Lennar Corp.(LEN-B),976B,894M
RPT-PD,Ramco-Gershenson Properties Tru,,0,Ramco-Gershenson Properties Tru(RPT-PD),940B,55M
LMIA,LMI Aerospace Inc.,Aerospace/Defense Products & Services,183.07M,LMI Aerospace Inc.(LMIA),749B,30B
NBBC,NewBridge Bancorp,Regional - Mid-Atlantic Banks,213.30M,NewBridge Bancorp(NBBC),515B,227B
BSET,Bassett Furniture Industries Inc.,Home Furnishings & Fixtures,169.87M,Bassett Furniture Industries Inc.(BSET),524M,601M
ADI,"Analog Devices, Inc.",Printed Circuit Boards,15.81B,"Analog Devices, Inc.(ADI)",626M,72B
ADM,Archer Daniels Midland Company,Farm Products,28.73B,Archer Daniels Midland Company(ADM),647M,791M
ADC,Agree Realty Corp.,Property Management,371.73M,Agree Realty Corp.(ADC),150B,228B
FNGN,"Financial Engines, Inc.",Asset Management,3.50B,"Financial Engines, Inc.(FNGN)",609B,181M
ADP,"Automatic Data Processing, Inc.",Business Software & Services,39.00B,"Automatic Data Processing, Inc.(ADP)",239B,714M
ADS,Alliance Data Systems Corporation,Business Services,12.68B,Alliance Data Systems Corporation(ADS),648B,337B
NOC,Northrop Grumman Corporation,Aerospace/Defense - Major Diversified,25.30B,Northrop Grumman Corporation(NOC),286M,338M
BGSC,BGS Acquisition Corp.,,0,BGS Acquisition Corp.(BGSC),481B,21M
NOK,Nokia Corporation,Communication Equipment,0,Nokia Corporation(NOK),911B,428M
HPI,John Hancock Preferred Income F,,0,John Hancock Preferred Income F(HPI),118B,414M
NOR,Noranda Aluminum Holding Corp.,Aluminum,220.39M,Noranda Aluminum Holding Corp.(NOR),420B,510B
HPT,Hospitality Properties Trust,REIT - Retail,3.81B,Hospitality Properties Trust(HPT),311B,933B
HPQ,Hewlett-Packard Company,Diversified Computer Systems,53.83B,Hewlett-Packard Company(HPQ),169M,968B
HPP,"Hudson Pacific Properties, Inc.",REIT - Office,1.24B,"Hudson Pacific Properties, Inc.(HPP)",176M,181B
